shipment_id,order_id,warehouse_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_lbs,status
31369,7126,4,OnTrac,1Z815AA510135667,2023-05-02 14:58:00,2023-05-08 14:58:00,2023-05-07 14:58:00,24.05,1.64,Delivered
31370,48385,1,UPS,1Z724AA162281106,2024-11-27 07:05:00,2024-12-01 07:05:00,2024-12-01 07:05:00,16.62,16.3,Delivered
31371,45158,4,UPS,1Z500AA430568181,2023-08-04 23:08:00,2023-08-09 23:08:00,2023-08-10 23:08:00,15.25,2.83,Delivered
31372,31463,1,UPS,1Z633AA733967372,2023-04-02 08:53:00,2023-04-07 08:53:00,2023-04-06 08:53:00,24.04,0.58,Delivered
31373,27909,1,DHL,1Z299AA809353339,2024-02-27 07:52:00,2024-03-01 07:52:00,,9.57,18.31,Returned
31374,41475,3,DHL,1Z168AA965581363,2023-05-15 02:37:00,2023-05-20 02:37:00,2023-05-22 02:37:00,13.52,2.51,Delivered
31375,9722,3,OnTrac,1Z647AA359388587,2024-11-09 19:42:00,2024-11-11 19:42:00,,17.37,2.32,In Transit
31376,33368,2,DHL,1Z504AA432625544,2024-08-26 02:47:00,2024-08-28 02:47:00,2024-08-27 02:47:00,14.75,22.47,Delivered
31377,8268,3,OnTrac,1Z733AA632265632,2023-11-13 06:38:00,2023-11-16 06:38:00,,5.88,2.94,Returned
31378,33848,5,DHL,1Z774AA262509321,2024-10-19 06:40:00,2024-10-23 06:40:00,2024-10-25 06:40:00,4.51,8.34,Delivered
31379,50244,4,UPS,1Z653AA914162832,2024-12-17 22:07:00,2024-12-20 22:07:00,2024-12-20 22:07:00,13.11,10.32,Delivered
31380,23576,1,OnTrac,1Z601AA577876191,2024-05-14 16:42:00,2024-05-17 16:42:00,,21.01,2.53,In Transit
31381,29342,5,DHL,1Z826AA345034113,2024-08-10 10:01:00,2024-08-16 10:01:00,,13.0,10.67,In Transit
31382,18996,2,FedEx,1Z688AA003968626,2023-10-26 03:13:00,2023-11-02 03:13:00,2023-11-01 03:13:00,22.53,2.46,Delivered
31383,38683,1,DHL,1Z861AA819885382,2023-11-16 12:45:00,2023-11-22 12:45:00,2023-11-22 12:45:00,20.66,22.28,Delivered
31384,16738,4,DHL,1Z483AA452932486,2023-12-21 03:15:00,2023-12-27 03:15:00,2023-12-26 03:15:00,14.42,23.84,Delivered
31385,46064,5,FedEx,1Z524AA408581754,2024-12-10 01:53:00,2024-12-14 01:53:00,,14.34,24.7,In Transit
31386,14900,2,FedEx,1Z409AA160842092,2024-11-26 07:49:00,2024-11-30 07:49:00,,18.52,2.79,Returned
31387,22455,1,FedEx,1Z202AA477232761,2024-12-03 19:26:00,2024-12-05 19:26:00,,24.23,8.08,In Transit
31388,18217,4,DHL,1Z460AA433210290,2023-03-26 23:58:00,2023-03-29 23:58:00,2023-03-28 23:58:00,18.35,19.84,Delivered
31389,49240,5,OnTrac,1Z637AA353002967,2024-02-28 02:31:00,2024-03-01 02:31:00,,4.03,10.54,Returned
31390,31936,1,OnTrac,1Z983AA919518120,2024-02-23 06:40:00,2024-02-28 06:40:00,,20.17,14.63,In Transit
31391,46968,5,OnTrac,1Z017AA709233756,2023-08-15 13:36:00,2023-08-19 13:36:00,,25.0,23.46,In Transit
31392,48000,5,FedEx,1Z686AA709569631,2023-09-29 23:10:00,2023-10-06 23:10:00,2023-10-06 23:10:00,18.58,5.88,Delivered
31393,44410,5,OnTrac,1Z396AA261263556,2024-08-07 01:47:00,2024-08-09 01:47:00,,20.18,18.38,In Transit
31394,38103,1,DHL,1Z844AA023551265,2024-11-18 22:30:00,2024-11-20 22:30:00,2024-11-22 22:30:00,22.22,16.2,Delivered
31395,48399,4,USPS,1Z362AA413255059,2023-12-11 10:51:00,2023-12-16 10:51:00,,8.08,5.32,In Transit
31396,12963,5,FedEx,1Z149AA248054239,2024-12-10 19:28:00,2024-12-12 19:28:00,2024-12-13 19:28:00,5.11,12.47,Delivered
31397,43815,3,OnTrac,1Z210AA945428098,2024-10-23 05:30:00,2024-10-27 05:30:00,2024-10-28 05:30:00,13.35,17.43,Delivered
31398,21995,5,USPS,1Z985AA887048363,2023-06-02 12:53:00,2023-06-06 12:53:00,2023-06-06 12:53:00,20.91,1.56,Delivered
31399,27748,3,UPS,1Z245AA337499170,2023-10-26 08:33:00,2023-10-31 08:33:00,,4.99,5.99,Returned
31400,16199,5,OnTrac,1Z758AA403141265,2023-12-25 16:35:00,2023-12-28 16:35:00,2023-12-29 16:35:00,20.91,17.17,Delivered
31401,34362,2,OnTrac,1Z131AA055668857,2023-03-27 13:16:00,2023-03-29 13:16:00,2023-03-28 13:16:00,14.69,9.0,Delivered
31402,23317,5,DHL,1Z153AA166923048,2023-05-18 08:28:00,2023-05-24 08:28:00,,22.23,3.61,In Transit
31403,13022,5,UPS,1Z953AA096109311,2024-11-11 14:53:00,2024-11-15 14:53:00,2024-11-14 14:53:00,8.69,10.95,Delivered
31404,9092,1,USPS,1Z550AA006918671,2023-11-22 12:14:00,2023-11-26 12:14:00,2023-11-27 12:14:00,23.87,23.8,Delivered
31405,45965,3,FedEx,1Z403AA362904790,2023-10-19 20:44:00,2023-10-25 20:44:00,2023-10-24 20:44:00,19.24,14.11,Delivered
31406,26386,2,USPS,1Z003AA832774180,2024-07-16 18:58:00,2024-07-21 18:58:00,2024-07-21 18:58:00,19.49,16.9,Delivered
31407,33186,4,FedEx,1Z450AA944665858,2024-01-15 08:29:00,2024-01-22 08:29:00,,9.83,16.0,In Transit
31408,14368,2,FedEx,1Z392AA271706225,2024-08-09 12:42:00,2024-08-16 12:42:00,,4.82,13.26,In Transit
31409,33839,5,USPS,1Z017AA764395662,2023-02-09 22:15:00,2023-02-13 22:15:00,,18.4,13.53,In Transit
31410,22791,1,USPS,1Z267AA229543207,2024-06-07 20:56:00,2024-06-09 20:56:00,,14.19,9.04,Returned
31411,27180,3,UPS,1Z989AA476826063,2023-12-14 22:02:00,2023-12-20 22:02:00,2023-12-23 22:02:00,17.18,19.44,Delivered
31412,50668,5,FedEx,1Z527AA421182742,2024-10-12 21:30:00,2024-10-14 21:30:00,2024-10-15 21:30:00,16.62,13.97,Delivered
31413,38942,2,DHL,1Z430AA187887748,2024-11-27 13:40:00,2024-12-04 13:40:00,2024-12-05 13:40:00,21.73,7.59,Delivered
31414,51434,4,DHL,1Z760AA922232607,2024-10-02 03:13:00,2024-10-05 03:13:00,2024-10-04 03:13:00,4.45,20.87,Delivered
31415,48917,3,DHL,1Z370AA354419204,2024-12-12 11:56:00,2024-12-17 11:56:00,2024-12-18 11:56:00,24.38,2.77,Delivered
31416,26756,5,UPS,1Z713AA877533797,2023-11-27 07:39:00,2023-12-01 07:39:00,2023-12-04 07:39:00,6.54,24.5,Delivered
31417,50820,2,UPS,1Z761AA984749099,2023-03-06 00:26:00,2023-03-12 00:26:00,2023-03-11 00:26:00,10.63,13.74,Delivered
31418,41974,3,DHL,1Z605AA311174894,2023-08-10 08:23:00,2023-08-12 08:23:00,2023-08-14 08:23:00,12.66,6.69,Delivered
31419,52082,3,FedEx,1Z327AA092345789,2024-09-28 04:07:00,2024-10-02 04:07:00,,13.04,19.73,In Transit
31420,11469,1,OnTrac,1Z823AA834575543,2023-03-17 22:03:00,2023-03-23 22:03:00,,13.87,8.11,In Transit
31421,13908,4,UPS,1Z913AA207517906,2024-04-17 04:26:00,2024-04-19 04:26:00,,13.86,11.39,In Transit
31422,17807,4,FedEx,1Z323AA843285352,2023-11-17 13:18:00,2023-11-24 13:18:00,2023-11-25 13:18:00,10.48,13.41,Delivered
31423,51031,4,FedEx,1Z817AA734587566,2023-07-19 21:25:00,2023-07-25 21:25:00,2023-07-26 21:25:00,12.15,8.82,Delivered
31424,9695,4,USPS,1Z951AA104324948,2023-01-18 07:02:00,2023-01-25 07:02:00,2023-01-28 07:02:00,18.53,12.81,Delivered
31425,42930,4,USPS,1Z654AA976818792,2024-11-26 09:24:00,2024-11-29 09:24:00,,7.17,18.88,In Transit
31426,24163,4,DHL,1Z016AA378996570,2024-11-22 03:16:00,2024-11-29 03:16:00,2024-12-02 03:16:00,17.81,4.14,Delivered
31427,22783,1,UPS,1Z086AA756221577,2024-06-05 09:13:00,2024-06-07 09:13:00,,6.19,13.34,Returned
31428,46601,2,DHL,1Z842AA319329957,2024-04-19 16:54:00,2024-04-26 16:54:00,,13.58,21.03,Returned
31429,19116,3,DHL,1Z012AA312969243,2023-04-23 03:26:00,2023-04-26 03:26:00,,20.15,11.13,In Transit
31430,52969,4,USPS,1Z530AA379285700,2024-02-03 15:38:00,2024-02-05 15:38:00,,10.28,8.9,In Transit
31431,19915,3,USPS,1Z012AA331620409,2023-10-12 17:38:00,2023-10-18 17:38:00,,19.58,7.79,Returned
31432,25662,2,OnTrac,1Z406AA808549387,2023-04-16 12:00:00,2023-04-19 12:00:00,2023-04-21 12:00:00,23.21,19.44,Delivered
31433,25947,3,USPS,1Z716AA144551099,2024-11-17 18:36:00,2024-11-24 18:36:00,2024-11-26 18:36:00,21.09,22.9,Delivered
31434,19898,5,UPS,1Z322AA995906647,2023-10-13 19:39:00,2023-10-18 19:39:00,2023-10-21 19:39:00,23.84,14.41,Delivered
31435,28720,1,FedEx,1Z271AA651085800,2024-11-03 02:18:00,2024-11-09 02:18:00,,23.41,11.3,In Transit
31436,45035,5,USPS,1Z412AA413263548,2024-12-19 03:25:00,2024-12-21 03:25:00,,6.16,24.34,In Transit
31437,12373,4,FedEx,1Z900AA339183515,2024-11-20 04:34:00,2024-11-26 04:34:00,2024-11-27 04:34:00,9.09,22.89,Delivered
31438,41055,3,USPS,1Z599AA527752773,2023-09-23 01:24:00,2023-09-27 01:24:00,,12.92,22.54,Returned
31439,38194,4,FedEx,1Z319AA019268159,2023-11-29 11:55:00,2023-12-01 11:55:00,2023-12-04 11:55:00,12.71,23.51,Delivered
31440,21341,2,USPS,1Z349AA595791926,2023-02-13 05:42:00,2023-02-15 05:42:00,2023-02-15 05:42:00,6.96,17.9,Delivered
31441,11538,4,FedEx,1Z366AA202440760,2024-12-05 22:10:00,2024-12-12 22:10:00,2024-12-11 22:10:00,20.7,23.05,Delivered
31442,52652,5,OnTrac,1Z345AA326324427,2024-08-03 19:56:00,2024-08-05 19:56:00,2024-08-08 19:56:00,10.59,16.33,Delivered
31443,9567,4,UPS,1Z202AA525492544,2024-10-11 06:29:00,2024-10-13 06:29:00,2024-10-13 06:29:00,16.9,3.17,Delivered
31444,15115,2,USPS,1Z387AA410482583,2024-02-03 18:33:00,2024-02-08 18:33:00,2024-02-11 18:33:00,22.39,5.87,Delivered
31445,14508,4,USPS,1Z426AA500981480,2023-12-29 03:12:00,2024-01-03 03:12:00,2024-01-02 03:12:00,22.66,3.98,Delivered
31446,16493,2,DHL,1Z966AA348606145,2023-06-16 07:23:00,2023-06-20 07:23:00,,5.47,3.58,Returned
31447,47538,5,USPS,1Z026AA547928379,2024-11-04 09:59:00,2024-11-09 09:59:00,2024-11-09 09:59:00,7.89,24.15,Delivered
31448,22352,1,OnTrac,1Z715AA473044391,2024-10-04 17:47:00,2024-10-11 17:47:00,2024-10-13 17:47:00,9.02,17.44,Delivered
31449,33671,3,UPS,1Z321AA219039235,2024-12-21 18:22:00,2024-12-24 18:22:00,,6.53,6.81,In Transit
31450,43399,1,UPS,1Z037AA601623631,2023-07-21 04:44:00,2023-07-26 04:44:00,2023-07-27 04:44:00,4.61,20.5,Delivered
31451,14625,4,USPS,1Z164AA081882884,2024-07-11 12:03:00,2024-07-17 12:03:00,,17.07,16.03,In Transit
31452,8480,4,OnTrac,1Z019AA342431219,2023-10-09 17:11:00,2023-10-11 17:11:00,2023-10-10 17:11:00,4.21,19.94,Delivered
31453,11775,2,OnTrac,1Z435AA276514802,2024-04-09 01:54:00,2024-04-12 01:54:00,,22.9,4.73,In Transit
31454,31530,1,OnTrac,1Z708AA905654817,2023-09-14 02:11:00,2023-09-18 02:11:00,,12.87,16.6,Returned
31455,12156,2,DHL,1Z375AA554596391,2023-10-26 19:01:00,2023-10-30 19:01:00,,20.02,2.44,In Transit
31456,12761,3,DHL,1Z968AA937128341,2023-09-01 21:40:00,2023-09-04 21:40:00,2023-09-07 21:40:00,18.95,4.47,Delivered
31457,42773,2,DHL,1Z937AA694256934,2024-11-02 18:25:00,2024-11-04 18:25:00,,24.3,12.79,In Transit
31458,5378,4,DHL,1Z949AA757355181,2024-01-12 23:06:00,2024-01-19 23:06:00,,11.91,11.09,Returned
31459,16142,1,OnTrac,1Z333AA055179116,2024-10-16 04:48:00,2024-10-20 04:48:00,2024-10-20 04:48:00,17.84,8.48,Delivered
31460,43149,2,UPS,1Z782AA613371942,2024-09-11 03:25:00,2024-09-18 03:25:00,,13.32,8.79,In Transit
31461,44199,5,OnTrac,1Z340AA490123592,2023-03-06 02:25:00,2023-03-13 02:25:00,,18.95,7.38,In Transit
31462,16936,4,OnTrac,1Z529AA006980175,2023-12-07 16:56:00,2023-12-13 16:56:00,2023-12-14 16:56:00,12.2,6.77,Delivered
31463,23030,4,UPS,1Z436AA984136231,2024-08-25 12:24:00,2024-08-28 12:24:00,2024-08-27 12:24:00,4.41,7.18,Delivered
31464,43712,1,UPS,1Z163AA124786216,2024-09-11 05:40:00,2024-09-14 05:40:00,2024-09-13 05:40:00,4.13,16.58,Delivered
31465,17244,3,OnTrac,1Z643AA186812012,2024-08-13 16:34:00,2024-08-18 16:34:00,,12.35,14.5,In Transit
31466,5930,3,FedEx,1Z585AA330787301,2024-08-29 21:31:00,2024-09-02 21:31:00,2024-09-03 21:31:00,23.29,21.66,Delivered
31467,30814,2,DHL,1Z276AA244107910,2023-10-16 07:43:00,2023-10-23 07:43:00,,15.9,5.85,In Transit
31468,10465,1,USPS,1Z487AA717308047,2023-08-09 19:34:00,2023-08-16 19:34:00,,24.94,3.82,In Transit
31469,31286,2,FedEx,1Z498AA438276224,2023-10-11 10:44:00,2023-10-13 10:44:00,,12.24,1.47,In Transit
31470,16679,5,OnTrac,1Z195AA913171767,2024-09-29 22:20:00,2024-10-05 22:20:00,2024-10-05 22:20:00,8.83,14.35,Delivered
31471,24763,3,UPS,1Z871AA722138408,2024-08-05 12:17:00,2024-08-07 12:17:00,2024-08-08 12:17:00,16.47,4.02,Delivered
31472,3392,5,DHL,1Z109AA568460518,2024-11-08 18:01:00,2024-11-10 18:01:00,,15.58,5.44,Returned
31473,32582,4,DHL,1Z557AA064183171,2023-12-27 02:25:00,2024-01-01 02:25:00,,8.62,7.81,In Transit
31474,50055,1,USPS,1Z424AA399269117,2024-12-20 15:42:00,2024-12-23 15:42:00,,14.07,21.11,In Transit
31475,49786,1,UPS,1Z276AA067060250,2024-10-17 09:32:00,2024-10-22 09:32:00,2024-10-25 09:32:00,18.59,7.26,Delivered
31476,33918,2,USPS,1Z180AA997313514,2023-09-24 20:53:00,2023-09-26 20:53:00,,5.25,3.67,In Transit
31477,8158,2,UPS,1Z672AA656390017,2023-11-09 13:14:00,2023-11-11 13:14:00,,4.37,23.98,In Transit
31478,38825,2,DHL,1Z000AA611527973,2023-01-19 01:05:00,2023-01-24 01:05:00,2023-01-27 01:05:00,7.21,12.85,Delivered
31479,36503,2,UPS,1Z892AA032561758,2024-03-27 18:08:00,2024-04-03 18:08:00,2024-04-06 18:08:00,8.68,23.76,Delivered
31480,12323,4,FedEx,1Z498AA302601900,2024-08-27 10:55:00,2024-08-31 10:55:00,,9.75,4.34,In Transit
31481,19914,4,OnTrac,1Z909AA427764489,2023-08-24 06:00:00,2023-08-26 06:00:00,2023-08-29 06:00:00,7.53,9.24,Delivered
31482,7707,4,FedEx,1Z653AA730380970,2024-07-14 12:37:00,2024-07-17 12:37:00,,13.41,4.46,In Transit
31483,27527,5,DHL,1Z206AA757436776,2024-10-06 08:39:00,2024-10-12 08:39:00,2024-10-11 08:39:00,7.42,0.62,Delivered
31484,18948,2,FedEx,1Z447AA600647082,2024-04-22 02:17:00,2024-04-28 02:17:00,2024-04-29 02:17:00,9.58,16.03,Delivered
31485,30698,4,FedEx,1Z940AA031484621,2023-11-12 06:12:00,2023-11-17 06:12:00,2023-11-19 06:12:00,9.53,3.03,Delivered
31486,21004,1,USPS,1Z101AA908178123,2024-07-29 17:01:00,2024-08-03 17:01:00,,17.17,5.11,In Transit
31487,35701,5,USPS,1Z398AA104354406,2023-09-16 01:58:00,2023-09-22 01:58:00,2023-09-24 01:58:00,7.36,12.89,Delivered
31488,49604,5,UPS,1Z839AA734054758,2024-03-22 02:20:00,2024-03-24 02:20:00,2024-03-23 02:20:00,24.49,18.87,Delivered
31489,8413,1,FedEx,1Z286AA901659769,2024-10-28 15:07:00,2024-11-04 15:07:00,,18.22,4.23,Returned
31490,48522,4,FedEx,1Z574AA658897910,2023-02-15 12:33:00,2023-02-17 12:33:00,2023-02-20 12:33:00,7.12,12.55,Delivered
31491,13347,3,DHL,1Z794AA523862071,2023-05-14 00:26:00,2023-05-17 00:26:00,2023-05-17 00:26:00,11.05,9.92,Delivered
31492,51254,4,USPS,1Z661AA138532256,2023-09-06 00:02:00,2023-09-13 00:02:00,2023-09-13 00:02:00,13.89,14.16,Delivered
31493,18057,4,UPS,1Z008AA046183471,2023-02-21 07:17:00,2023-02-28 07:17:00,2023-03-02 07:17:00,11.77,16.31,Delivered
31494,26503,4,USPS,1Z621AA763187579,2023-04-14 09:59:00,2023-04-19 09:59:00,2023-04-18 09:59:00,19.37,16.24,Delivered
31495,21063,2,UPS,1Z219AA436297084,2024-11-20 02:26:00,2024-11-22 02:26:00,2024-11-24 02:26:00,12.08,3.5,Delivered
31496,19980,5,USPS,1Z103AA071498213,2024-06-16 08:16:00,2024-06-20 08:16:00,,16.46,8.25,Returned
31497,8016,3,OnTrac,1Z001AA557410821,2024-07-23 12:39:00,2024-07-26 12:39:00,2024-07-27 12:39:00,14.72,9.53,Delivered
31498,3821,1,FedEx,1Z551AA831125773,2023-10-21 23:10:00,2023-10-28 23:10:00,2023-10-27 23:10:00,4.35,17.28,Delivered
31499,32444,3,USPS,1Z273AA017062773,2023-04-25 04:22:00,2023-04-29 04:22:00,2023-04-29 04:22:00,10.69,3.32,Delivered
31500,19589,5,DHL,1Z763AA428942674,2023-09-23 21:36:00,2023-09-27 21:36:00,,13.53,20.62,Returned
31501,22384,1,USPS,1Z316AA949686958,2024-03-11 10:55:00,2024-03-15 10:55:00,,24.86,1.94,In Transit
31502,31329,2,UPS,1Z406AA897799991,2023-10-21 23:41:00,2023-10-25 23:41:00,2023-10-26 23:41:00,23.28,19.27,Delivered
31503,11802,2,FedEx,1Z737AA073919457,2024-03-07 06:18:00,2024-03-11 06:18:00,,10.15,8.75,Returned
31504,31920,2,OnTrac,1Z649AA785358739,2024-11-21 21:44:00,2024-11-26 21:44:00,2024-11-26 21:44:00,24.56,18.89,Delivered
31505,29295,2,DHL,1Z194AA872651161,2023-04-15 20:45:00,2023-04-19 20:45:00,2023-04-21 20:45:00,14.37,4.66,Delivered
31506,4897,2,USPS,1Z469AA426169771,2023-02-24 18:23:00,2023-02-27 18:23:00,,13.99,17.54,In Transit
31507,44448,2,USPS,1Z386AA646649497,2024-07-27 07:17:00,2024-08-01 07:17:00,2024-08-02 07:17:00,16.6,21.02,Delivered
31508,13511,4,DHL,1Z203AA259760838,2024-10-14 10:49:00,2024-10-18 10:49:00,,15.34,2.78,In Transit
31509,24679,2,UPS,1Z080AA573994012,2023-12-16 14:02:00,2023-12-22 14:02:00,,5.91,9.21,Returned
31510,37028,4,FedEx,1Z561AA155868375,2023-09-07 14:48:00,2023-09-12 14:48:00,2023-09-11 14:48:00,9.42,19.59,Delivered
31511,9728,4,FedEx,1Z166AA493032090,2024-08-06 09:50:00,2024-08-12 09:50:00,,18.3,11.35,Returned
31512,9520,2,USPS,1Z063AA248314677,2023-03-05 05:16:00,2023-03-08 05:16:00,,6.32,20.74,In Transit
31513,16624,2,USPS,1Z883AA773181528,2023-09-06 18:39:00,2023-09-12 18:39:00,2023-09-13 18:39:00,14.23,7.82,Delivered
31514,24261,2,FedEx,1Z182AA834188717,2024-11-27 09:25:00,2024-12-04 09:25:00,2024-12-05 09:25:00,12.02,18.12,Delivered
31515,29790,2,USPS,1Z518AA682062276,2024-10-01 15:20:00,2024-10-06 15:20:00,,20.33,10.14,Returned
31516,15641,5,USPS,1Z976AA054574111,2024-10-03 09:22:00,2024-10-06 09:22:00,2024-10-05 09:22:00,23.87,11.5,Delivered
31517,9940,4,UPS,1Z690AA461571387,2023-10-21 07:20:00,2023-10-27 07:20:00,2023-10-26 07:20:00,12.9,21.4,Delivered
31518,31507,2,UPS,1Z965AA587456587,2023-07-27 23:29:00,2023-08-03 23:29:00,,5.28,16.14,Returned
31519,17707,1,UPS,1Z267AA583133101,2024-07-12 07:00:00,2024-07-19 07:00:00,2024-07-21 07:00:00,24.38,24.36,Delivered
31520,32635,2,FedEx,1Z961AA430020428,2024-05-19 02:34:00,2024-05-24 02:34:00,,13.58,3.44,In Transit
31521,41664,2,USPS,1Z008AA024242169,2023-10-06 07:12:00,2023-10-13 07:12:00,2023-10-16 07:12:00,11.52,0.91,Delivered
31522,30306,3,DHL,1Z382AA922331689,2023-12-10 02:43:00,2023-12-15 02:43:00,2023-12-16 02:43:00,17.49,21.88,Delivered
31523,38338,5,FedEx,1Z607AA654762891,2023-05-27 00:49:00,2023-05-31 00:49:00,2023-06-02 00:49:00,13.42,1.51,Delivered
31524,21718,5,USPS,1Z561AA127582411,2024-10-13 10:05:00,2024-10-16 10:05:00,2024-10-18 10:05:00,17.32,18.82,Delivered
31525,25061,5,FedEx,1Z500AA535262323,2024-10-22 05:06:00,2024-10-29 05:06:00,,21.6,4.99,Returned
31526,17871,3,UPS,1Z392AA297554276,2024-12-09 14:11:00,2024-12-16 14:11:00,2024-12-19 14:11:00,18.51,17.32,Delivered
31527,8615,1,UPS,1Z786AA167831067,2023-01-14 19:48:00,2023-01-21 19:48:00,,15.36,23.1,Returned
31528,46855,1,OnTrac,1Z670AA010239109,2024-04-02 21:52:00,2024-04-04 21:52:00,2024-04-07 21:52:00,9.01,23.73,Delivered
31529,20814,4,USPS,1Z604AA847624310,2023-12-05 12:41:00,2023-12-10 12:41:00,,20.46,9.93,Returned
31530,37514,3,USPS,1Z526AA262393745,2024-11-24 14:44:00,2024-11-28 14:44:00,,10.06,7.3,Returned
31531,9604,1,FedEx,1Z888AA135580615,2023-05-23 18:56:00,2023-05-27 18:56:00,2023-05-29 18:56:00,5.9,1.76,Delivered
31532,28426,1,FedEx,1Z957AA655259732,2024-06-05 22:52:00,2024-06-08 22:52:00,2024-06-07 22:52:00,6.76,6.77,Delivered
31533,50277,1,FedEx,1Z673AA388495946,2024-01-27 04:35:00,2024-01-31 04:35:00,,8.34,18.64,Returned
31534,50376,1,OnTrac,1Z747AA406645562,2023-11-06 15:44:00,2023-11-10 15:44:00,2023-11-11 15:44:00,13.66,4.81,Delivered
31535,48705,4,OnTrac,1Z760AA365786124,2023-10-22 20:59:00,2023-10-24 20:59:00,2023-10-27 20:59:00,18.98,15.13,Delivered
31536,45385,4,USPS,1Z874AA064682693,2023-01-07 07:41:00,2023-01-09 07:41:00,,5.93,14.31,Returned
31537,36789,4,FedEx,1Z745AA579181600,2024-10-18 04:15:00,2024-10-25 04:15:00,,19.57,8.42,In Transit
31538,43668,5,DHL,1Z642AA212276324,2023-09-28 22:36:00,2023-10-02 22:36:00,2023-10-02 22:36:00,20.01,24.98,Delivered
31539,43816,2,DHL,1Z066AA193910968,2023-05-25 00:02:00,2023-05-27 00:02:00,2023-05-29 00:02:00,22.05,20.27,Delivered
31540,50899,2,FedEx,1Z249AA220423702,2024-01-04 03:12:00,2024-01-11 03:12:00,2024-01-12 03:12:00,5.79,0.71,Delivered
31541,20451,4,DHL,1Z748AA438292182,2024-09-27 14:00:00,2024-10-01 14:00:00,2024-09-30 14:00:00,24.97,2.02,Delivered
31542,17050,1,USPS,1Z019AA125986676,2024-01-07 04:06:00,2024-01-14 04:06:00,2024-01-16 04:06:00,19.65,23.71,Delivered
31543,15321,3,OnTrac,1Z482AA178701048,2024-11-26 02:12:00,2024-11-30 02:12:00,2024-12-03 02:12:00,22.3,23.97,Delivered
31544,33876,5,FedEx,1Z737AA624907434,2023-01-25 21:57:00,2023-01-28 21:57:00,2023-01-31 21:57:00,13.91,12.54,Delivered
31545,41282,3,USPS,1Z680AA127886065,2023-12-28 17:24:00,2024-01-02 17:24:00,,24.94,14.22,In Transit
31546,7185,2,OnTrac,1Z873AA330623054,2023-06-19 00:46:00,2023-06-24 00:46:00,,21.39,2.25,In Transit
31547,29830,5,FedEx,1Z650AA571969009,2023-10-27 19:36:00,2023-10-29 19:36:00,,5.26,18.51,In Transit
31548,23898,4,UPS,1Z722AA984505628,2024-02-03 19:46:00,2024-02-09 19:46:00,2024-02-10 19:46:00,15.34,15.4,Delivered
31549,39499,1,OnTrac,1Z692AA527257387,2024-11-17 23:24:00,2024-11-22 23:24:00,2024-11-23 23:24:00,12.94,17.43,Delivered
31550,43019,2,FedEx,1Z353AA898797881,2023-12-29 06:00:00,2024-01-04 06:00:00,2024-01-06 06:00:00,13.25,2.84,Delivered
31551,25950,2,UPS,1Z776AA701888394,2023-01-05 13:52:00,2023-01-10 13:52:00,2023-01-09 13:52:00,15.48,19.73,Delivered
31552,48663,4,UPS,1Z476AA699075838,2024-07-27 19:52:00,2024-08-03 19:52:00,2024-08-02 19:52:00,15.84,15.94,Delivered
31553,28149,3,USPS,1Z423AA800475139,2024-03-12 04:57:00,2024-03-18 04:57:00,2024-03-20 04:57:00,6.2,7.85,Delivered
31554,25148,1,USPS,1Z128AA669343532,2024-01-27 15:01:00,2024-01-29 15:01:00,,4.09,21.35,In Transit
31555,34030,1,USPS,1Z138AA609201162,2023-12-18 07:40:00,2023-12-20 07:40:00,,21.64,16.75,In Transit
31556,35478,1,FedEx,1Z306AA473745083,2024-09-05 13:08:00,2024-09-11 13:08:00,,10.61,14.31,Returned
31557,8024,4,DHL,1Z525AA430362384,2023-07-29 10:04:00,2023-07-31 10:04:00,2023-08-02 10:04:00,5.08,23.73,Delivered
31558,39673,4,OnTrac,1Z077AA404845941,2023-05-02 04:20:00,2023-05-04 04:20:00,2023-05-07 04:20:00,23.94,20.65,Delivered
31559,45172,4,DHL,1Z974AA984323682,2024-12-27 08:42:00,2024-12-31 08:42:00,2024-12-31 08:42:00,9.13,11.31,Delivered
31560,8355,5,UPS,1Z259AA971208652,2024-12-18 19:58:00,2024-12-23 19:58:00,2024-12-26 19:58:00,17.36,11.26,Delivered
31561,40237,2,UPS,1Z859AA594603072,2024-10-19 03:46:00,2024-10-23 03:46:00,2024-10-26 03:46:00,24.67,24.93,Delivered
31562,43629,4,USPS,1Z523AA211270960,2023-09-30 17:41:00,2023-10-06 17:41:00,,5.88,2.42,In Transit
31563,17838,3,FedEx,1Z357AA878890810,2023-09-06 06:21:00,2023-09-12 06:21:00,2023-09-14 06:21:00,10.28,14.72,Delivered
31564,50306,1,FedEx,1Z836AA114972659,2024-09-23 08:50:00,2024-09-28 08:50:00,2024-09-30 08:50:00,20.28,21.6,Delivered
31565,35810,5,USPS,1Z830AA151707602,2023-07-05 22:16:00,2023-07-08 22:16:00,,18.2,2.77,Returned
31566,48628,5,FedEx,1Z977AA858935950,2024-09-23 04:57:00,2024-09-27 04:57:00,,14.79,6.38,In Transit
31567,29966,2,DHL,1Z917AA968199202,2024-04-18 00:46:00,2024-04-24 00:46:00,2024-04-26 00:46:00,22.45,15.65,Delivered
31568,39484,5,OnTrac,1Z828AA643269226,2023-06-19 08:16:00,2023-06-23 08:16:00,2023-06-24 08:16:00,8.46,14.21,Delivered
