transaction_id,order_id,payment_method,payment_provider,transaction_date,amount,currency,status,card_last_four,authorization_code,processing_fee
30784,25784,Debit Card,Square,2024-09-18 18:26:00,108.03,USD,Completed,7813,AUTH316560,1.77
30785,25785,Bank Transfer,ACH,2023-09-10 22:22:00,736.8,USD,Completed,,AUTH752916,22.26
30786,25786,PayPal,PayPal,2023-12-26 09:04:00,440.68,USD,Completed,,AUTH350535,9.02
30787,25787,Credit Card,Stripe,2024-08-25 17:04:00,63.86,USD,Completed,1712,AUTH901212,1.06
30788,25788,Apple Pay,Apple,2024-09-10 09:06:00,3410.3,USD,Completed,,AUTH779183,78.71
30789,25789,Credit Card,Stripe,2023-09-21 09:59:00,2297.87,USD,Completed,9970,AUTH827609,79.16
30790,25790,PayPal,PayPal,2024-10-25 12:59:00,1536.68,USD,Completed,,AUTH475522,43.4
30791,25791,Apple Pay,Apple,2024-06-18 19:01:00,4073.2,USD,Completed,,AUTH770722,138.73
30792,25792,PayPal,PayPal,2024-05-03 16:50:00,3440.34,USD,Refunded,,AUTH504456,68.68
30793,25793,Credit Card,Stripe,2024-11-17 19:33:00,1095.8,USD,Completed,4153,AUTH733898,17.54
30794,25794,Credit Card,Stripe,2024-12-07 17:55:00,2883.99,USD,Completed,6298,AUTH992051,74.08
30795,25795,Debit Card,Square,2023-11-07 09:16:00,4975.18,USD,Completed,9412,AUTH614226,106.39
30796,25796,Debit Card,Square,2024-03-10 08:15:00,3402.6,USD,Completed,1697,AUTH213844,112.85
30797,25797,Debit Card,Square,2024-12-04 21:33:00,3883.77,USD,Completed,1481,AUTH212014,123.03
30798,25798,Debit Card,Square,2024-08-01 16:01:00,2641.94,USD,Completed,5561,AUTH901857,59.27
30799,25799,Credit Card,Stripe,2024-12-13 22:47:00,1224.4,USD,Completed,5803,AUTH678404,27.37
30800,25800,Google Pay,Google,2024-06-14 17:21:00,6311.96,USD,Completed,,AUTH102012,104.27
30801,25801,Credit Card,Stripe,2023-07-01 15:15:00,5730.63,USD,Completed,7376,AUTH953321,175.21
30802,25802,Apple Pay,Apple,2023-12-24 11:05:00,2097.84,USD,Completed,,AUTH599946,39.49
30803,25803,Google Pay,Google,2024-05-04 19:44:00,720.8,USD,Completed,,AUTH291064,14.12
30804,25804,Credit Card,Stripe,2023-04-27 20:39:00,1606.3,USD,Refunded,9312,AUTH944883,31.15
30805,25805,Debit Card,Square,2023-09-11 10:44:00,1759.4,USD,Completed,7370,AUTH996999,56.98
30806,25806,Credit Card,Stripe,2024-09-27 21:52:00,3390.45,USD,Completed,9631,AUTH437001,78.33
30807,25807,PayPal,PayPal,2024-11-27 21:26:00,9387.85,USD,Completed,,AUTH580015,215.48
30808,25808,Apple Pay,Apple,2024-05-19 13:28:00,7300.96,USD,Completed,,AUTH249462,217.39
30809,25809,Google Pay,Google,2023-12-20 07:25:00,602.63,USD,Completed,,AUTH778342,11.69
30810,25810,Credit Card,Stripe,2024-07-14 20:23:00,1908.46,USD,Completed,1743,AUTH428296,30.09
30811,25811,Credit Card,Stripe,2023-10-23 19:11:00,75.49,USD,Completed,2140,AUTH489774,1.63
30812,25812,PayPal,PayPal,2023-07-23 16:12:00,4381.79,USD,Completed,,AUTH456966,90.47
30813,25813,Credit Card,Stripe,2023-04-11 19:23:00,137.66,USD,Completed,6593,AUTH444865,4.04
30814,25814,Credit Card,Stripe,2023-08-24 17:57:00,1585.52,USD,Failed,5648,AUTH622814,53.41
30815,25815,PayPal,PayPal,2023-09-10 10:25:00,200.32,USD,Completed,,AUTH961317,4.71
30816,25816,PayPal,PayPal,2024-05-27 11:32:00,674.1,USD,Refunded,,AUTH759997,14.96
30817,25817,Bank Transfer,ACH,2024-08-12 09:22:00,580.82,USD,Completed,,AUTH491129,17.23
30818,25818,Bank Transfer,ACH,2024-12-24 08:26:00,646.11,USD,Completed,,AUTH585403,14.42
30819,25819,Credit Card,Stripe,2024-06-03 18:46:00,4369.08,USD,Completed,5908,AUTH299004,101.63
30820,25820,Apple Pay,Apple,2023-11-07 21:36:00,512.04,USD,Completed,,AUTH182403,15.66
30821,25821,PayPal,PayPal,2024-06-21 13:44:00,846.64,USD,Refunded,,AUTH849112,13.71
30822,25822,Credit Card,Stripe,2024-08-10 12:10:00,1085.85,USD,Completed,1931,AUTH349958,18.44
30823,25823,Credit Card,Stripe,2024-07-16 16:28:00,386.59,USD,Refunded,3631,AUTH705728,11.85
30824,25824,Credit Card,Stripe,2024-09-26 08:01:00,2761.41,USD,Refunded,6326,AUTH804509,70.94
30825,25825,PayPal,PayPal,2024-10-25 13:48:00,4261.36,USD,Completed,,AUTH730274,86.5
30826,25826,Google Pay,Google,2023-09-10 13:19:00,10175.47,USD,Completed,,AUTH266261,339.88
30827,25827,Credit Card,Stripe,2024-08-04 11:18:00,2734.75,USD,Completed,2827,AUTH331698,46.72
30828,25828,PayPal,PayPal,2024-03-20 08:17:00,6742.44,USD,Completed,,AUTH593628,217.94
30829,25829,PayPal,PayPal,2024-08-12 17:58:00,10165.59,USD,Completed,,AUTH411387,328.61
30830,25830,Credit Card,Stripe,2023-12-05 10:04:00,311.88,USD,Completed,3449,AUTH392315,9.67
30831,25831,Bank Transfer,ACH,2024-02-20 22:27:00,10.83,USD,Completed,,AUTH370309,0.36
30832,25832,Bank Transfer,ACH,2024-09-06 15:15:00,5270.34,USD,Completed,,AUTH654673,131.4
30833,25833,PayPal,PayPal,2023-11-13 22:01:00,3857.3,USD,Completed,,AUTH433207,88.71
30834,25834,Debit Card,Square,2023-10-14 18:38:00,74.61,USD,Completed,2803,AUTH990336,2.04
30835,25835,PayPal,PayPal,2024-04-13 21:05:00,6993.21,USD,Refunded,,AUTH318625,202.94
30836,25836,Google Pay,Google,2023-11-24 09:50:00,117.82,USD,Completed,,AUTH539393,2.71
30837,25837,Credit Card,Stripe,2024-09-08 20:11:00,30.68,USD,Completed,7878,AUTH227550,0.51
30838,25838,Bank Transfer,ACH,2024-10-27 20:51:00,2328.85,USD,Completed,,AUTH410943,73.77
30839,25839,Apple Pay,Apple,2023-11-05 10:06:00,132.76,USD,Refunded,,AUTH565605,2.09
30840,25840,Google Pay,Google,2024-05-11 19:44:00,2713.69,USD,Completed,,AUTH369888,55.23
30841,25841,Debit Card,Square,2024-02-01 08:10:00,13333.16,USD,Completed,8886,AUTH502654,392.04
30842,25842,Apple Pay,Apple,2023-07-11 21:15:00,5941.16,USD,Completed,,AUTH585050,182.06
30843,25843,Debit Card,Square,2024-06-17 11:46:00,486.15,USD,Completed,8940,AUTH788552,16.62
30844,25844,PayPal,PayPal,2024-05-20 13:20:00,2607.15,USD,Refunded,,AUTH122822,78.88
30845,25845,Credit Card,Stripe,2023-10-17 17:01:00,230.48,USD,Completed,2379,AUTH330251,3.53
30846,25846,Bank Transfer,ACH,2023-09-17 19:59:00,2426.14,USD,Completed,,AUTH283857,68.86
30847,25847,PayPal,PayPal,2024-09-13 20:43:00,1603.68,USD,Completed,,AUTH311549,39.19
30848,25848,Credit Card,Stripe,2024-11-15 19:58:00,448.81,USD,Completed,3030,AUTH713887,14.42
30849,25849,Debit Card,Square,2024-11-11 10:14:00,7693.96,USD,Completed,3715,AUTH287838,258.88
30850,25850,Credit Card,Stripe,2024-11-18 15:24:00,1617.26,USD,Refunded,9651,AUTH734229,53.58
30851,25851,PayPal,PayPal,2023-07-16 20:23:00,4720.22,USD,Completed,,AUTH712189,153.24
30852,25852,Credit Card,Stripe,2023-08-04 18:39:00,3618.83,USD,Completed,9457,AUTH562968,112.87
30853,25853,Google Pay,Google,2024-02-05 20:24:00,3806.79,USD,Completed,,AUTH341043,75.18
30854,25854,PayPal,PayPal,2024-10-10 18:47:00,2780.91,USD,Refunded,,AUTH193423,49.42
30855,25855,Credit Card,Stripe,2024-09-02 12:46:00,299.92,USD,Completed,9812,AUTH378873,7.01
30856,25856,Credit Card,Stripe,2024-11-21 13:26:00,2397.35,USD,Completed,1226,AUTH249025,48.8
30857,25857,Credit Card,Stripe,2024-12-26 17:43:00,2185.28,USD,Completed,3854,AUTH809666,68.95
30858,25858,Google Pay,Google,2024-12-15 22:49:00,121.2,USD,Completed,,AUTH345508,3.69
30859,25859,Credit Card,Stripe,2023-09-01 11:22:00,359.36,USD,Completed,8650,AUTH159679,8.49
30860,25860,Bank Transfer,ACH,2024-12-22 15:29:00,3561.62,USD,Completed,,AUTH359451,72.77
30861,25861,PayPal,PayPal,2023-11-10 20:27:00,156.84,USD,Refunded,,AUTH830641,4.01
30862,25862,PayPal,PayPal,2024-03-17 12:31:00,23.04,USD,Completed,,AUTH336309,0.5
30863,25863,Credit Card,Stripe,2024-10-26 18:54:00,21.56,USD,Completed,1496,AUTH842161,0.45
30864,25864,Credit Card,Stripe,2023-05-26 07:50:00,378.96,USD,Completed,1231,AUTH691001,12.49
30865,25865,Credit Card,Stripe,2024-05-03 18:45:00,4428.28,USD,Completed,3863,AUTH411976,137.1
30866,25866,PayPal,PayPal,2024-04-20 12:40:00,250.11,USD,Completed,,AUTH690036,6.95
30867,25867,Credit Card,Stripe,2024-12-09 13:14:00,127.65,USD,Completed,3338,AUTH940469,3.41
30868,25868,Bank Transfer,ACH,2023-08-09 16:05:00,6364.53,USD,Completed,,AUTH195884,127.66
30869,25869,Debit Card,Square,2024-11-20 19:19:00,927.33,USD,Completed,5595,AUTH783299,31.04
30870,25870,Debit Card,Square,2023-09-19 08:24:00,8324.04,USD,Completed,8013,AUTH950511,251.3
30871,25871,PayPal,PayPal,2023-10-17 21:15:00,5345.67,USD,Completed,,AUTH626959,145.31
30872,25872,PayPal,PayPal,2024-10-02 20:27:00,4277.86,USD,Completed,,AUTH384150,120.88
30873,25873,PayPal,PayPal,2024-11-09 15:46:00,958.66,USD,Completed,,AUTH894152,17.77
30874,25874,Apple Pay,Apple,2023-03-15 15:23:00,3838.4,USD,Completed,,AUTH331964,61.25
30875,25875,Credit Card,Stripe,2023-11-05 11:40:00,6887.26,USD,Refunded,9997,AUTH829458,113.79
30876,25876,Credit Card,Stripe,2024-12-10 19:22:00,3137.74,USD,Completed,6097,AUTH717847,72.0
30877,25877,Google Pay,Google,2023-03-10 07:20:00,111.35,USD,Completed,,AUTH599399,1.7
30878,25878,Apple Pay,Apple,2023-10-28 19:25:00,243.02,USD,Completed,,AUTH439323,6.39
30879,25879,PayPal,PayPal,2024-09-22 15:18:00,6270.24,USD,Completed,,AUTH623519,143.6
30880,25880,Credit Card,Stripe,2024-06-18 09:20:00,7042.27,USD,Completed,5012,AUTH648619,208.5
30881,25881,Debit Card,Square,2023-10-22 19:20:00,3108.86,USD,Completed,8053,AUTH635855,47.23
30882,25882,Debit Card,Square,2023-11-06 22:52:00,377.11,USD,Refunded,1114,AUTH298460,8.74
30883,25883,Apple Pay,Apple,2024-04-28 08:06:00,4446.98,USD,Completed,,AUTH622404,132.27
30884,25884,Credit Card,Stripe,2023-07-10 19:27:00,9239.54,USD,Completed,8790,AUTH548410,259.39
30885,25885,Credit Card,Stripe,2023-03-09 14:22:00,749.94,USD,Refunded,4715,AUTH719726,13.63
30886,25886,PayPal,PayPal,2023-08-09 21:19:00,4676.64,USD,Completed,,AUTH344041,94.96
30887,25887,Google Pay,Google,2023-05-22 22:02:00,1967.81,USD,Failed,,AUTH332472,63.01
30888,25888,Google Pay,Google,2024-11-06 13:16:00,3586.41,USD,Refunded,,AUTH291235,86.75
30889,25889,Debit Card,Square,2023-08-12 10:26:00,464.96,USD,Completed,5224,AUTH230277,10.86
30890,25890,PayPal,PayPal,2023-10-23 15:18:00,48.56,USD,Completed,,AUTH446997,0.82
30891,25891,Google Pay,Google,2024-05-26 16:55:00,326.5,USD,Completed,,AUTH352340,11.41
30892,25892,Credit Card,Stripe,2023-09-11 20:43:00,1530.5,USD,Completed,2437,AUTH734157,51.47
30893,25893,Apple Pay,Apple,2024-09-01 22:08:00,2241.76,USD,Completed,,AUTH944626,34.41
30894,25894,Credit Card,Stripe,2023-12-19 12:22:00,728.73,USD,Completed,3222,AUTH405072,14.9
30895,25895,Credit Card,Stripe,2023-11-27 12:06:00,3126.86,USD,Completed,3936,AUTH369527,101.35
30896,25896,Credit Card,Stripe,2023-12-17 19:33:00,1088.63,USD,Completed,8719,AUTH483339,33.32
30897,25897,Apple Pay,Apple,2024-04-16 20:43:00,1906.48,USD,Completed,,AUTH667117,31.23
30898,25898,Credit Card,Stripe,2023-03-24 17:11:00,2880.42,USD,Completed,5562,AUTH389300,99.32
30899,25899,Credit Card,Stripe,2024-12-18 10:33:00,7732.78,USD,Completed,8302,AUTH342257,250.76
30900,25900,Bank Transfer,ACH,2024-07-09 13:08:00,32.7,USD,Completed,,AUTH332860,1.02
30901,25901,Debit Card,Square,2024-11-21 09:08:00,1016.87,USD,Completed,1769,AUTH607240,33.31
30902,25902,PayPal,PayPal,2023-10-14 12:24:00,1201.15,USD,Refunded,,AUTH564875,35.22
30903,25903,PayPal,PayPal,2023-11-10 10:06:00,1742.6,USD,Completed,,AUTH456934,60.7
30904,25904,Google Pay,Google,2023-02-03 18:47:00,2848.04,USD,Completed,,AUTH556679,57.22
30905,25905,PayPal,PayPal,2023-05-07 14:58:00,3563.86,USD,Completed,,AUTH283837,72.73
30906,25906,Bank Transfer,ACH,2023-04-08 16:53:00,3728.46,USD,Completed,,AUTH848760,101.95
30907,25907,Apple Pay,Apple,2024-09-14 20:21:00,4142.18,USD,Completed,,AUTH809847,72.17
30908,25908,PayPal,PayPal,2024-02-24 17:49:00,6641.76,USD,Completed,,AUTH186909,211.94
30909,25909,PayPal,PayPal,2024-07-10 22:52:00,215.92,USD,Completed,,AUTH655619,5.85
30910,25910,Debit Card,Square,2023-11-09 11:52:00,1064.14,USD,Completed,6858,AUTH331741,33.48
30911,25911,Credit Card,Stripe,2024-10-23 14:57:00,648.68,USD,Refunded,6356,AUTH668014,16.77
30912,25912,PayPal,PayPal,2024-10-21 10:10:00,6324.56,USD,Completed,,AUTH587136,123.01
30913,25913,Credit Card,Stripe,2023-10-26 17:08:00,3237.54,USD,Completed,3266,AUTH814974,52.83
30914,25914,PayPal,PayPal,2023-11-07 11:30:00,3442.51,USD,Refunded,,AUTH907539,52.23
30915,25915,Credit Card,Stripe,2023-12-28 11:11:00,836.96,USD,Refunded,5947,AUTH826930,17.67
30916,25916,Debit Card,Square,2024-10-12 12:28:00,220.79,USD,Completed,8565,AUTH144698,7.22
30917,25917,Apple Pay,Apple,2024-12-04 09:07:00,2676.84,USD,Completed,,AUTH900442,63.31
30918,25918,Credit Card,Stripe,2024-07-18 21:06:00,4986.21,USD,Completed,4069,AUTH114690,147.81
30919,25919,Google Pay,Google,2023-11-08 07:20:00,3472.28,USD,Completed,,AUTH549877,57.76
30920,25920,Credit Card,Stripe,2024-07-16 18:08:00,70.25,USD,Completed,3650,AUTH402473,1.61
30921,25921,Debit Card,Square,2023-02-01 11:47:00,6102.55,USD,Refunded,6571,AUTH210382,196.92
30922,25922,Debit Card,Square,2023-11-12 19:42:00,264.84,USD,Refunded,2080,AUTH301797,5.63
30923,25923,Google Pay,Google,2023-11-22 21:43:00,6318.89,USD,Completed,,AUTH630345,170.67
30924,25924,Debit Card,Square,2024-03-06 20:30:00,92.28,USD,Completed,6296,AUTH481392,2.56
30925,25925,Debit Card,Square,2024-10-16 20:27:00,3851.12,USD,Completed,7847,AUTH256107,108.68
30926,25926,PayPal,PayPal,2023-12-20 10:24:00,3911.98,USD,Completed,,AUTH714888,87.17
30927,25927,Credit Card,Stripe,2024-11-12 16:23:00,4675.4,USD,Completed,4851,AUTH126286,115.52
30928,25928,Credit Card,Stripe,2023-10-19 22:05:00,1982.68,USD,Completed,2921,AUTH589101,51.15
30929,25929,Google Pay,Google,2023-09-10 20:53:00,1901.41,USD,Completed,,AUTH947316,55.08
30930,25930,Apple Pay,Apple,2024-03-20 08:43:00,107.24,USD,Completed,,AUTH419261,3.31
30931,25931,Credit Card,Stripe,2024-11-03 21:22:00,1304.04,USD,Completed,9791,AUTH193774,20.48
30932,25932,Credit Card,Stripe,2023-11-06 16:28:00,2012.42,USD,Refunded,9741,AUTH790961,47.37
30933,25933,Credit Card,Stripe,2023-10-17 09:49:00,195.32,USD,Completed,3166,AUTH310533,3.23
30934,25934,Debit Card,Square,2023-11-24 20:15:00,222.45,USD,Completed,8583,AUTH828124,6.61
30935,25935,Debit Card,Square,2023-09-18 18:04:00,1726.05,USD,Completed,8451,AUTH406271,50.57
30936,25936,Debit Card,Square,2024-11-24 21:05:00,5877.85,USD,Completed,2600,AUTH327818,95.59
30937,25937,Credit Card,Stripe,2023-05-14 07:39:00,600.88,USD,Failed,3516,AUTH850489,9.61
30938,25938,PayPal,PayPal,2024-03-16 19:59:00,1057.34,USD,Completed,,AUTH702635,18.07
30939,25939,Bank Transfer,ACH,2023-03-03 19:44:00,727.5,USD,Completed,,AUTH988137,23.22
30940,25940,Debit Card,Square,2024-11-21 09:38:00,3457.26,USD,Completed,6942,AUTH905662,100.96
30941,25941,Bank Transfer,ACH,2023-12-17 08:07:00,3951.69,USD,Completed,,AUTH957609,97.87
30942,25942,Debit Card,Square,2023-12-03 18:46:00,2124.85,USD,Completed,7693,AUTH371944,33.34
30943,25943,Google Pay,Google,2023-11-11 13:12:00,391.89,USD,Completed,,AUTH811782,8.34
30944,25944,Bank Transfer,ACH,2024-04-10 15:38:00,3291.63,USD,Failed,,AUTH980847,84.15
30945,25945,Bank Transfer,ACH,2023-07-16 16:13:00,2914.53,USD,Completed,,AUTH369826,97.47
30946,25946,Apple Pay,Apple,2023-09-20 09:48:00,10641.36,USD,Completed,,AUTH443362,365.1
30947,25947,Debit Card,Square,2024-11-17 13:36:00,1089.57,USD,Completed,7146,AUTH140045,23.63
30948,25948,Bank Transfer,ACH,2023-07-20 17:57:00,1763.38,USD,Completed,,AUTH990035,50.29
30949,25949,Google Pay,Google,2024-09-07 08:34:00,7540.53,USD,Completed,,AUTH161351,227.87
30950,25950,Credit Card,Stripe,2023-01-04 17:52:00,3140.4,USD,Completed,2376,AUTH272264,68.97
30951,25951,Google Pay,Google,2023-12-27 18:57:00,463.56,USD,Completed,,AUTH702209,15.93
30952,25952,PayPal,PayPal,2023-08-08 13:56:00,3303.88,USD,Completed,,AUTH899647,79.35
30953,25953,PayPal,PayPal,2024-08-20 10:09:00,850.0,USD,Completed,,AUTH271554,25.01
30954,25954,Credit Card,Stripe,2023-11-27 14:42:00,3878.66,USD,Completed,2322,AUTH737535,67.26
30955,25955,Credit Card,Stripe,2023-09-25 14:50:00,49.56,USD,Completed,4446,AUTH976274,1.58
30956,25956,Bank Transfer,ACH,2024-10-19 13:08:00,3489.43,USD,Completed,,AUTH803287,68.08
30957,25957,Credit Card,Stripe,2023-11-25 17:14:00,5034.15,USD,Completed,6465,AUTH375736,128.38
30958,25958,Debit Card,Square,2023-10-20 20:18:00,2641.33,USD,Completed,2002,AUTH222604,41.33
30959,25959,Debit Card,Square,2024-10-09 20:55:00,283.7,USD,Completed,4178,AUTH640521,4.65
30960,25960,PayPal,PayPal,2024-09-03 15:59:00,63.36,USD,Completed,,AUTH763634,1.65
30961,25961,Apple Pay,Apple,2024-01-17 10:44:00,1001.93,USD,Refunded,,AUTH326612,24.04
30962,25962,Credit Card,Stripe,2024-01-06 18:11:00,689.84,USD,Completed,4961,AUTH531055,16.43
30963,25963,Google Pay,Google,2023-01-03 16:44:00,16.86,USD,Completed,,AUTH349972,0.35
30964,25964,Credit Card,Stripe,2024-04-04 07:44:00,361.38,USD,Completed,5416,AUTH261756,9.34
30965,25965,Credit Card,Stripe,2024-07-18 19:47:00,1454.16,USD,Failed,1829,AUTH972669,31.68
30966,25966,Bank Transfer,ACH,2024-04-16 20:31:00,5032.6,USD,Completed,,AUTH968158,92.7
30967,25967,Debit Card,Square,2023-07-09 14:38:00,6626.17,USD,Refunded,1198,AUTH780032,183.73
30968,25968,Debit Card,Square,2024-11-08 16:02:00,1744.74,USD,Completed,2666,AUTH753889,53.86
30969,25969,Debit Card,Square,2023-12-16 12:31:00,6509.88,USD,Completed,2347,AUTH991683,108.3
30970,25970,Debit Card,Square,2023-01-10 10:12:00,19.54,USD,Completed,9054,AUTH179185,0.44
30971,25971,Bank Transfer,ACH,2024-11-12 18:04:00,472.06,USD,Completed,,AUTH969735,11.59
30972,25972,Apple Pay,Apple,2024-11-27 10:12:00,3275.84,USD,Completed,,AUTH311312,63.71
30973,25973,Debit Card,Square,2023-08-20 11:12:00,1753.68,USD,Completed,9756,AUTH301358,47.67
30974,25974,Credit Card,Stripe,2023-07-16 22:37:00,5750.22,USD,Completed,5636,AUTH432792,96.18
30975,25975,PayPal,PayPal,2023-02-04 18:26:00,4953.27,USD,Completed,,AUTH966319,159.4
30976,25976,Credit Card,Stripe,2024-05-25 21:54:00,7419.12,USD,Completed,8042,AUTH608868,175.95
30977,25977,PayPal,PayPal,2024-01-22 09:21:00,2315.52,USD,Completed,,AUTH929627,39.64
30978,25978,Debit Card,Square,2023-06-25 12:21:00,287.16,USD,Completed,5953,AUTH180855,6.15
30979,25979,Apple Pay,Apple,2024-09-20 20:59:00,319.38,USD,Completed,,AUTH918142,8.8
30980,25980,PayPal,PayPal,2024-08-06 20:25:00,447.41,USD,Completed,,AUTH597250,12.26
30981,25981,Bank Transfer,ACH,2024-07-25 09:27:00,5908.95,USD,Completed,,AUTH303357,129.33
30982,25982,Debit Card,Square,2023-07-23 08:34:00,956.82,USD,Completed,5879,AUTH642878,30.38
30983,25983,PayPal,PayPal,2023-03-25 14:41:00,1541.3,USD,Completed,,AUTH625812,43.53
30984,25984,Credit Card,Stripe,2023-12-05 11:17:00,2869.49,USD,Completed,7717,AUTH341884,64.32
30985,25985,Credit Card,Stripe,2023-10-17 18:22:00,399.31,USD,Completed,1231,AUTH529400,6.29
30986,25986,Debit Card,Square,2023-05-02 12:23:00,2592.72,USD,Completed,4746,AUTH677025,87.68
30987,25987,Bank Transfer,ACH,2023-05-13 18:55:00,4674.64,USD,Completed,,AUTH854204,70.99
30988,25988,PayPal,PayPal,2023-10-15 19:28:00,1856.04,USD,Completed,,AUTH857791,46.51
30989,25989,PayPal,PayPal,2024-07-05 15:10:00,35.85,USD,Refunded,,AUTH840134,0.72
30990,25990,Apple Pay,Apple,2023-11-07 16:13:00,732.74,USD,Completed,,AUTH635179,12.48
30991,25991,Debit Card,Square,2024-06-15 17:35:00,5982.11,USD,Completed,6495,AUTH543860,118.68
30992,25992,Debit Card,Square,2024-03-03 17:04:00,1146.42,USD,Completed,8569,AUTH309135,30.75
30993,25993,Bank Transfer,ACH,2023-04-12 14:46:00,1478.16,USD,Failed,,AUTH672593,34.16
30994,25994,Credit Card,Stripe,2024-12-24 22:54:00,10120.25,USD,Completed,3191,AUTH335421,214.97
30995,25995,Credit Card,Stripe,2024-06-01 20:19:00,4938.88,USD,Refunded,6069,AUTH850462,83.01
30996,25996,Credit Card,Stripe,2023-10-16 22:36:00,1742.61,USD,Completed,4271,AUTH841570,36.52
30997,25997,Apple Pay,Apple,2024-10-25 14:11:00,3638.32,USD,Completed,,AUTH575005,123.47
30998,25998,Apple Pay,Apple,2023-10-14 13:12:00,1708.69,USD,Completed,,AUTH123486,47.75
30999,25999,Credit Card,Stripe,2024-11-01 09:58:00,352.05,USD,Completed,1552,AUTH894770,8.9
31000,26000,Debit Card,Square,2024-02-24 10:40:00,7150.87,USD,Completed,7209,AUTH327906,208.85
31001,26001,PayPal,PayPal,2023-09-01 14:29:00,2857.23,USD,Completed,,AUTH413363,96.05
31002,26002,Apple Pay,Apple,2024-11-28 17:14:00,4899.08,USD,Completed,,AUTH957568,125.5
31003,26003,PayPal,PayPal,2024-06-20 08:53:00,4864.63,USD,Completed,,AUTH549152,152.87
31004,26004,Credit Card,Stripe,2024-04-10 12:23:00,5614.66,USD,Refunded,7400,AUTH201822,102.44
31005,26005,PayPal,PayPal,2023-12-21 07:53:00,2936.54,USD,Refunded,,AUTH847494,66.74
31006,26006,PayPal,PayPal,2024-10-16 18:43:00,734.6,USD,Completed,,AUTH373268,17.42
31007,26007,Debit Card,Square,2024-10-15 10:14:00,548.49,USD,Completed,1097,AUTH268234,11.26
31008,26008,Credit Card,Stripe,2024-12-12 21:43:00,10891.93,USD,Completed,5431,AUTH499169,227.13
31009,26009,PayPal,PayPal,2024-05-10 16:18:00,2933.14,USD,Completed,,AUTH259320,51.71
31010,26010,Credit Card,Stripe,2024-10-11 08:54:00,2256.91,USD,Completed,2308,AUTH618219,39.56
31011,26011,Credit Card,Stripe,2024-10-15 20:33:00,1241.12,USD,Completed,2546,AUTH407346,37.16
31012,26012,Credit Card,Stripe,2023-12-16 20:01:00,8163.8,USD,Completed,8857,AUTH271587,283.57
31013,26013,PayPal,PayPal,2023-09-02 11:18:00,3474.58,USD,Completed,,AUTH672447,113.59
31014,26014,Credit Card,Stripe,2024-09-03 10:00:00,5749.52,USD,Completed,7934,AUTH549711,115.09
31015,26015,PayPal,PayPal,2023-11-03 08:28:00,2417.67,USD,Completed,,AUTH444748,37.18
31016,26016,Credit Card,Stripe,2024-09-24 08:21:00,131.12,USD,Completed,8250,AUTH251258,2.03
31017,26017,PayPal,PayPal,2023-12-18 13:40:00,1447.16,USD,Completed,,AUTH581958,34.8
31018,26018,PayPal,PayPal,2023-09-28 15:54:00,30.56,USD,Completed,,AUTH373121,0.48
31019,26019,Credit Card,Stripe,2024-03-15 17:47:00,639.42,USD,Completed,9588,AUTH469838,15.04
31020,26020,Google Pay,Google,2024-03-12 13:01:00,268.96,USD,Completed,,AUTH204920,7.62
31021,26021,Google Pay,Google,2023-08-12 15:49:00,2311.29,USD,Completed,,AUTH174799,65.62
31022,26022,Apple Pay,Apple,2023-04-21 13:23:00,13119.26,USD,Completed,,AUTH529039,274.65
31023,26023,Credit Card,Stripe,2023-12-15 11:05:00,190.04,USD,Completed,7618,AUTH106814,5.32
31024,26024,Bank Transfer,ACH,2023-10-19 11:39:00,253.23,USD,Completed,,AUTH238671,7.36
31025,26025,Credit Card,Stripe,2024-12-16 16:07:00,3501.23,USD,Completed,8211,AUTH788577,94.21
31026,26026,Credit Card,Stripe,2023-10-24 17:12:00,3022.18,USD,Completed,5125,AUTH960942,51.42
31027,26027,PayPal,PayPal,2023-09-26 07:40:00,3475.77,USD,Completed,,AUTH607609,114.17
31028,26028,Credit Card,Stripe,2023-08-21 15:15:00,1051.31,USD,Completed,2068,AUTH861541,17.06
31029,26029,Credit Card,Stripe,2024-11-13 12:17:00,919.08,USD,Completed,5134,AUTH293849,22.11
31030,26030,Bank Transfer,ACH,2024-01-03 21:23:00,2325.93,USD,Completed,,AUTH512498,50.72
31031,26031,PayPal,PayPal,2023-01-19 12:00:00,3312.16,USD,Refunded,,AUTH847146,73.6
31032,26032,Apple Pay,Apple,2024-11-19 16:58:00,1721.8,USD,Completed,,AUTH641814,27.29
31033,26033,Debit Card,Square,2023-11-28 07:35:00,2478.79,USD,Completed,2834,AUTH903919,75.04
31034,26034,Google Pay,Google,2023-10-09 19:26:00,265.72,USD,Completed,,AUTH229620,8.47
31035,26035,Credit Card,Stripe,2024-11-01 09:08:00,3612.24,USD,Completed,8457,AUTH778853,96.25
31036,26036,Bank Transfer,ACH,2023-03-10 16:28:00,12149.67,USD,Refunded,,AUTH305959,302.42
31037,26037,Debit Card,Square,2024-06-03 19:02:00,1155.24,USD,Completed,6225,AUTH940829,20.5
31038,26038,Bank Transfer,ACH,2023-08-20 07:44:00,3063.48,USD,Completed,,AUTH751064,57.78
31039,26039,Credit Card,Stripe,2023-10-24 13:00:00,1541.08,USD,Completed,1800,AUTH578574,29.93
31040,26040,Credit Card,Stripe,2023-08-21 09:00:00,6812.92,USD,Refunded,4975,AUTH860651,181.42
